user_id,url,datetime,rec_type,is_accepted
6075236906,https://youtu.be/7XzJ9vg47qw,2023-04-26 21:06:33,user_link,0
6075236906,https://youtu.be/lTdKu48t2MY,2023-04-26 21:09:07,user_link,1
593437728,https://youtu.be/4Jfy1ulVgvc,2023-04-26 21:22:19,user_link,0
593437728,https://youtu.be/FNnYpfONeN0,2023-04-26 21:22:56,user_link,0
134566371,https://youtu.be/LEJ6H6RyzNI,2023-04-26 21:23:19,user_link,0
1622817526,https://youtu.be/bQ-emm6vJ4Y,2023-04-26 21:23:39,user_link,0
593437728,https://youtu.be/yO70hSFGqeA,2023-04-26 21:24:18,user_link,0
134566371,https://youtu.be/LEJ6H6RyzNI,2023-04-26 21:25:36,user_link,0
400971250,https://youtu.be/gf0taQyr0E0,2023-04-26 21:26:27,user_link,0
400971250,https://youtu.be/F6AlsOR7R08,2023-04-26 21:27:00,user_link,0
568511662,https://youtu.be/br2OejV4hTs,2023-04-26 21:27:42,user_link,0
400971250,https://youtu.be/YDL_jKoCKSM,2023-04-26 21:27:49,user_link,0
593437728,https://youtu.be/kojgeLd1ivA,2023-04-26 21:27:58,user_link,0
400971250,https://youtu.be/JAaugGHMQXc,2023-04-26 21:28:11,user_link,0
6075236906,https://youtu.be/7aNW9hRKYA8,2023-04-26 21:28:44,user_link,0
208361769,https://x-minus.me/track/15112/sleep-sugar,2023-04-26 21:28:49,user_link,0
917318792,https://youtu.be/AQOt75axc0Y,2023-04-26 21:35:21,user_link,0
1622817526,https://youtu.be/uIcmAyAJ5hE,2023-04-26 21:35:22,user_link,0
48856678,https://youtu.be/tAEek8nO11c,2023-04-26 21:35:32,user_link,1
1622817526,https://xminus.me/track/477205/pustye-mesta,2023-04-26 21:35:40,user_link,1
568511662,https://youtu.be/gh3oomtLAZ8,2023-04-26 21:38:11,user_link,0
43524630,https://youtu.be/bGXRix2_Ap4,2023-04-26 21:39:34,user_link,0
246577930,https://youtu.be/EmybBc9v0qk,2023-04-26 21:40:16,random_link,0
569823451,https://youtu.be/ICfV40BUdHQ,2023-04-26 21:44:06,user_link,0
568511662,https://youtu.be/xNtir1XGda0,2023-04-26 21:45:28,user_link,0
43524630,https://youtu.be/IuA-9ULCv5s,2023-04-26 21:45:38,user_link,0
956955911,https://youtu.be/6w5jTkaSvd8,2023-04-26 21:46:15,user_link,0
246577930,https://youtu.be/XWq1hK6XtjU,2023-04-26 21:46:58,random_link,0
917318792,https://youtu.be/V2T5Ecc16mo,2023-04-26 21:49:04,user_link,0
43524630,https://youtube.com/watch?v=udGPDz2s3Eg&feature=shares,2023-04-26 21:50:19,random_link,0
569823451,https://youtu.be/8xUQNbM1hVQ,2023-04-26 21:54:15,user_link,0
1622817526,https://youtu.be/Q5N8tnYzal4,2023-04-26 21:54:20,user_link,1
400971250,https://youtu.be/nfuMlPYbb9A,2023-04-26 21:56:04,user_link,0
956955911,https://youtu.be/G3IEOueOCO0,2023-04-26 21:56:24,user_link,0
917318792,https://youtu.be/NxilU56kPu0,2023-04-26 21:57:09,random_link,0
5762417922,https://youtu.be/YVeMciGpoG8,2023-04-26 22:00:26,random_link,0
5762417922,https://youtu.be/5CPHilaBwAg,2023-04-26 22:03:43,random_link,0
208361769,https://youtu.be/jNfT49-cZE8,2023-04-26 22:04:14,user_link,0
1111877819,https://youtu.be/3MzEbJHnmJk,2023-04-26 22:13:30,user_link,0
568511662,https://youtu.be/p2wrWFmYf1g,2023-04-26 22:15:41,user_link,0
6025193051,https://m.youtube.com/watch?v=UTlBtVWPg28&pp=ygUYQWRlbGUgZWFzeSBvbiBtZSBrYXJhb2tl,2023-04-26 22:15:50,user_link,0
5762417922,https://youtu.be/GO7T7vaW7L4,2023-04-26 22:16:54,random_link,0
5762417922,https://xminus.me/track/270067/creep,2023-04-26 22:17:23,random_link,0
134566371,https://youtu.be/bOpgPq9Zduc,2023-04-26 22:17:24,user_link,0
6025193051,https://m.youtube.com/watch?v=DhWJXq7PDd4#bottom-sheet,2023-04-26 22:19:30,user_link,0
5762417922,https://youtu.be/a3vO3thiYV4,2023-04-26 22:19:41,random_link,0
43524630,https://youtu.be/4giwDeT59AA,2023-04-26 22:20:24,random_link,0
625885058,https://youtu.be/1aFtLFzKb14,2023-04-26 22:21:15,user_link,0
5394890891,https://youtu.be/XTTyBLD2PXo,2023-04-26 22:21:38,user_link,0
246577930,https://youtu.be/MCb6kJXj6jY,2023-04-26 22:22:25,random_link,0
246577930,https://youtu.be/lB6BS-yL9yU,2023-04-26 22:22:57,random_link,0
246577930,https://youtube.com/watch?v=g1VieuuVSow&feature=shares,2023-04-26 22:23:46,random_link,0
6025193051,https://m.youtube.com/watch?v=7aIreXQywmw&pp=ygUXU2lhIHVuc3RvcHBhYmxlIGthcmFva2U%3D,2023-04-26 22:24:57,user_link,0
593437728,https://youtu.be/N_ff1ABGB5s,2023-04-26 22:26:33,user_link,1
208361769,https://youtu.be/EkJ2NL6xpcc,2023-04-26 22:28:17,user_link,0
392115841,https://youtu.be/Bz37T5rXs5Y,2023-04-26 22:29:26,user_link,0
134566371,https://www.youtube.com/watch?v=NvgR7xpJWd4,2023-04-26 22:36:15,user_link,0
6075236906,https://youtu.be/3y5BQJJlSBQ,2023-04-26 22:41:00,user_link,1
1622817526,https://youtu.be/rah3sMFrjOA,2023-04-26 22:41:24,user_link,0
58794717,https://youtu.be/RDVjxwsbFUQ,2023-04-26 22:42:41,random_link,0
674997191,https://youtu.be/EmybBc9v0qk,2023-04-26 22:42:53,random_link,0
568511662,https://youtu.be/qaWxDssHOaM,2023-04-26 22:46:25,user_link,0
378581429,https://youtu.be/6S1ho7B-ui0,2023-04-26 22:47:16,user_link,0
625885058,https://youtu.be/m8CEEkqQiiY,2023-04-26 22:49:24,user_link,0
378581429,https://youtu.be/VgKyl4sXncM,2023-04-26 22:49:55,user_link,0
568511662,https://youtu.be/M8XXsxO5PzQ,2023-04-26 22:50:38,user_link,0
48856678,https://youtu.be/hlMV8_GC_Uo,2023-04-26 22:51:30,user_link,0
392115841,https://youtu.be/TXenLQdECkM,2023-04-26 22:52:42,user_link,0
917318792,https://youtu.be/0qVxEO3qCaI,2023-04-26 23:08:30,random_link,0
58794717,https://youtu.be/RZVLcbLq2XQ,2023-04-26 23:13:49,random_link,0
593437728,https://youtu.be/kojgeLd1ivA,2023-04-26 23:13:53,user_link,0
674997191,https://youtu.be/uacR-ljQ69U,2023-04-26 23:20:52,random_link,0
40564040,https://youtu.be/5DPvFp6jN1M,2023-04-26 23:50:28,user_link,0
568511662,https://youtu.be/p2wrWFmYf1g,2023-04-27 00:05:37,user_link,0
48856678,https://youtu.be/4giwDeT59AA,2023-04-27 00:47:21,user_link,0
392115841,https://youtu.be/DvEXv4Shx7s,2023-04-27 01:04:32,user_link,0
6075236906,https://youtu.be/M9T43nB58NY,2023-04-27 01:11:15,user_link,0
392115841,https://youtu.be/s1dBB8QNU4E,2023-04-27 01:18:37,user_link,0
392115841,https://youtu.be/hTCBogFlT6c,2023-04-27 01:27:51,user_link,0
392115841,https://youtu.be/5mwl3KGLiJY,2023-04-27 02:01:25,user_link,0